,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
43,frozenset({'Road_Type|One way street'}),frozenset({'Day_of_Week|weekday'}),0.017331813937032817,0.7738266160384073,0.013275519481320887,0.765962497032993,0.989837362992663,-0.0001362994473805227,0.9663980391786913
284,"frozenset({'Road_Type|Dual carriageway', 'Accident_Severity|3'})",frozenset({'Day_of_Week|weekday'}),0.14336902817602507,0.7738266160384073,0.10980380863834391,0.7658823529411765,0.9897337944539807,-0.0011389612798246435,0.9660672179264009
214,"frozenset({'Day_of_Week|weekday', 'Weather_Conditions|Raining with high winds'})",frozenset({'Accident_Severity|3'}),0.05556629737657305,0.8704659801957388,0.047856869577380196,0.8612571259347005,0.9894207763766166,-0.0005117019343663792,0.9336264703821532
233,"frozenset({'Weather_Conditions|Fog or mist', 'Time_of_Day|Rush Hour'})",frozenset({'Road_Type|Single carriageway'}),0.0180064917166847,0.7414749937263194,0.013209697258915826,0.7336074937171578,0.9893893926622892,-0.00014166607374598537,0.9704665115436533
236,frozenset({'Weather_Conditions|Fog or mist'}),"frozenset({'Day_of_Week|weekday', 'Accident_Severity|3'})",0.03128201119800559,0.6773271241036865,0.020960263947111844,0.6700420831141504,0.989244427499967,-0.00022789073381259892,0.9779213026367348
555,"frozenset({'Road_Type|Single carriageway', 'Accident_Severity|3', 'Weather_Conditions|Raining with high winds'})",frozenset({'Day_of_Week|weekday'}),0.043574311232150865,0.7738266160384073,0.03335129731486471,0.7653889728096676,0.9890962095980413,-0.0003676644921149566,0.9640356068093314
38,frozenset({'Day_of_Week|weekend'}),frozenset({'Road_Type|Single carriageway'}),0.22617338396159273,0.7414749937263194,0.16586788657185525,0.7333660737022082,0.9890637983846772,-0.0018340218821271403,0.9695878160116251
730,"frozenset({'Day_of_Week|weekday', 'Road_Type|Dual carriageway', 'Accident_Severity|3', 'Time_of_Day|Night'})",frozenset({'Weather_Conditions|Raining without high winds'}),0.019602680610007445,0.6552478823756885,0.012699575035276597,0.6478488982161595,0.9887081143510102,-0.0001450399233177517,0.978989177878334
66,"frozenset({'Weather_Conditions|Raining without high winds', 'Accident_Severity|3'})",frozenset({'Road_Type|Single carriageway'}),0.5714397376984437,0.7414749937263194,0.41877332060770367,0.7328389906770815,0.9883529409321853,-0.0049349553172194915,0.9676749123267476
69,frozenset({'Road_Type|Single carriageway'}),"frozenset({'Weather_Conditions|Raining without high winds', 'Accident_Severity|3'})",0.7414749937263194,0.5714397376984437,0.41877332060770367,0.5647841453197734,0.9883529409321853,-0.0049349553172194915,0.9847073761052192
675,"frozenset({'Weather_Conditions|Raining without high winds', 'Accident_Severity|3', 'Time_of_Day|Rush Hour', 'Day_of_Week|weekday'})",frozenset({'Road_Type|Single carriageway'}),0.24307323956409232,0.7414749937263194,0.1781313893836983,0.7328301120400772,0.9883409666416436,-0.002101339397123203,0.967642754382788
712,"frozenset({'Day_of_Week|weekend', 'Weather_Conditions|Raining without high winds', 'Accident_Severity|3', 'Time_of_Day|Night'})",frozenset({'Road_Type|Single carriageway'}),0.03660538343501495,0.7414749937263194,0.026810213963361706,0.7324117779276242,0.987776774840177,-0.000331762489465523,0.9661299898459514
172,"frozenset({'Accident_Severity|3', 'Weather_Conditions|Other'})",frozenset({'Day_of_Week|weekday'}),0.11150695864307489,0.7738266160384073,0.0852027530144521,0.7641025641025642,0.9874338104501688,-0.00108429945705317,0.9587784754893606
22,frozenset({'Weather_Conditions|Fine with high winds'}),frozenset({'Road_Type|Single carriageway'}),0.06787093907741927,0.7414749937263194,0.049687550138020974,0.732088738028852,0.9873411028330216,-0.0006370539886078885,0.9649650573536612
544,"frozenset({'Day_of_Week|weekday', 'Time_of_Day|Mid_Day', 'Weather_Conditions|Fine with high winds'})",frozenset({'Road_Type|Single carriageway'}),0.019746666721518518,0.7414749937263194,0.014452091706811367,0.731875,0.9870528422299528,-0.0001895678766422968,0.9641958275941469
259,"frozenset({'Accident_Severity|3', 'Time_of_Day|Rush Hour'})",frozenset({'Road_Type|Single carriageway'}),0.4392481456645782,0.7414749937263194,0.3213811147816142,0.731661858914322,0.9867653867021449,-0.004310401269326358,0.9634299664881998
14,frozenset({'Time_of_Day|Night'}),frozenset({'Weather_Conditions|Raining without high winds'}),0.209141883914283,0.6552478823756885,0.13521118648669775,0.646504583185806,0.9866565014171697,-0.0018285900641982766,0.975266159689764
577,"frozenset({'Road_Type|Dual carriageway', 'Accident_Severity|3', 'Weather_Conditions|Raining with high winds'})",frozenset({'Day_of_Week|weekday'}),0.013234380592317723,0.7738266160384073,0.010103711139176975,0.7634442026732982,0.9865830237033436,-0.00013740480994062047,0.9561100869966411
597,"frozenset({'Day_of_Week|weekday', 'Weather_Conditions|Fog or mist', 'Time_of_Day|Rush Hour'})",frozenset({'Road_Type|Single carriageway'}),0.015365375042681597,0.7414749937263194,0.01123914447566429,0.7314591700133869,0.986492027650727,-0.0001538968877105914,0.962702790062011
764,"frozenset({'Road_Type|Single carriageway', 'Time_of_Day|Mid_Day', 'Weather_Conditions|Other'})","frozenset({'Day_of_Week|weekday', 'Accident_Severity|3'})",0.025736488960379136,0.6773271241036865,0.017196055603322376,0.6681585677749361,0.9864636214873527,-0.0002359664487374992,0.9723706703310876
704,"frozenset({'Day_of_Week|weekend', 'Weather_Conditions|Raining without high winds', 'Road_Type|Single carriageway', 'Time_of_Day|Rush Hour'})",frozenset({'Accident_Severity|3'}),0.03727594732576652,0.8704659801957388,0.032001941755560946,0.8585145127469374,0.9862700349919316,-0.00044550227108713925,0.915528668834953
238,"frozenset({'Weather_Conditions|Fog or mist', 'Time_of_Day|Rush Hour'})",frozenset({'Accident_Severity|3'}),0.0180064917166847,0.8704659801957388,0.015455880598488557,0.8583504683573223,0.9860815791609775,-0.0002181578635618419,0.9144683946504046
587,"frozenset({'Day_of_Week|weekday', 'Accident_Severity|3', 'Weather_Conditions|Fog or mist'})",frozenset({'Road_Type|Single carriageway'}),0.020960263947111844,0.7414749937263194,0.015324236153678434,0.7311089303238469,0.9860196722881006,-0.00021727542500831962,0.961448837200294
119,"frozenset({'Weather_Conditions|Raining without high winds', 'Day_of_Week|weekend'})",frozenset({'Accident_Severity|3'}),0.14514211429206142,0.8704659801957388,0.12457266979047964,0.8582806609789972,0.986001383748505,-0.001768602994441551,0.9140179505428279
192,"frozenset({'Road_Type|Dual carriageway', 'Weather_Conditions|Fine with high winds'})",frozenset({'Accident_Severity|3'}),0.011666988921297191,0.8704659801957388,0.010013205583370016,0.8582510578279268,0.985967375353296,-0.00014251136393976863,0.9138270650867785
